ocel:eid,ocel:activity,ocel:timestamp,ocel:type:MaintenanceRecord,ocel:type:LogBatch,ocel:type:ProductionBatch,ocel:type:TimberOutput,ocel:type:QualityReport,ocel:type:Mill,CaseID,Mill,LogsProcessed,VolumeM3,ProductionM3,YieldPercent,DowntimeHours,MaintenanceHours,MoistureDefectRate,TwistingDefectRate,BlueStainRate,KnotDefectRate,CrackDefectRate,QualityGradeA,ShiftType,OperatorID,EquipmentStatus,Hour,DayOfWeek,Conformance_Label,Violation_Types
E004467,StartProduction,04/14/2018 00:00,,,BATCH_CASE_0164_000,,,,CASE_0164,R250,201,50.94,31.57,61.97,1.22,0.6,4.98,0.8,3.55,2.44,0.75,83.88,Night,OP_007,Operational,0,5,0,None
E004468,StartProduction,04/14/2018 03:41,,,BATCH_CASE_0164_001,,,,CASE_0164,R250,63,35.06,20.35,58.04,0.45,0.06,2.85,0.24,3.86,0.12,1.19,95.0,Night,OP_004,Operational,3,5,0,None
E004469,StartProduction,04/14/2018 06:03,,,BATCH_CASE_0164_002,,,,CASE_0164,R250,77,37.73,12.08,32.02,0.47,0.23,2.53,3.27,1.03,1.38,2.12,92.87,Day,OP_010,Operational,6,5,0,None
E004470,ProductionComplete,04/14/2018 09:56,,,BATCH_CASE_0164_003,,,,CASE_0164,R250,92,8.66,6.75,77.94,0.22,0.1,2.24,0.14,2.3,1.88,3.96,89.07,Day,OP_013,Operational,9,5,0,None
E004471,ShiftEnd,04/14/2018 12:41,,LOG_R250_004,,,,,CASE_0164,R250,66,40.67,27.74,68.21,1.31,0.23,0.77,1.16,1.84,4.0,3.35,94.13,Day,OP_012,Operational,12,5,0,None
E004472,ProcessLogs,04/14/2018 16:42,,,BATCH_CASE_0164_005,,,,CASE_0164,R250,158,29.77,13.18,44.27,0.55,0.11,3.21,2.55,3.13,0.27,0.76,95.0,Day,OP_008,Operational,16,5,0,None
E004473,ShiftEnd,04/14/2018 18:13,,LOG_R250_006,,,,,CASE_0164,R250,63,37.43,28.19,75.31,1.43,0.27,3.58,1.46,3.11,1.77,3.63,90.42,Night,OP_012,Operational,18,5,0,None
E004474,ProcessLogs,04/14/2018 19:32,,,BATCH_CASE_0164_007,,,,CASE_0164,R250,165,36.89,23.18,62.84,0.69,0.34,2.38,3.08,3.37,3.44,3.82,81.55,Night,OP_015,Operational,19,5,0,None
E004475,QualityInspection,04/14/2018 22:53,,,,,QR_CASE_0164_008,,CASE_0164,R250,208,13.56,3.86,28.47,1.08,0.45,2.73,2.0,1.95,1.65,3.19,91.55,Night,OP_006,Operational,22,5,0,None
E004476,ProcessLogs,04/15/2018 02:08,,,BATCH_CASE_0164_009,,,,CASE_0164,R250,80,35.48,26.49,74.66,0.21,0.06,2.33,1.07,2.01,2.31,2.3,90.22,Night,OP_006,Operational,2,6,0,None
E004477,ProcessLogs,04/15/2018 06:32,,,BATCH_CASE_0164_010,,,,CASE_0164,R250,95,47.6,12.15,25.53,0.07,0.0,4.52,2.83,0.28,2.86,1.17,87.78,Day,OP_006,Operational,6,6,0,None
E004478,StartProduction,04/15/2018 10:43,,,BATCH_CASE_0164_011,,,,CASE_0164,R250,136,49.78,13.5,27.12,0.08,0.04,4.61,3.56,3.73,4.97,3.5,82.74,Day,OP_005,Operational,10,6,0,None
E004479,StartProduction,04/15/2018 12:54,,,BATCH_CASE_0164_012,,,,CASE_0164,R250,200,12.28,4.03,32.82,1.29,0.41,0.87,1.88,3.86,0.97,3.94,87.84,Day,OP_015,Operational,12,6,0,None
E004480,LogShortage,04/15/2018 15:00,,LOG_R250_013,,,,,CASE_0164,R250,120,32.53,26.02,79.99,1.46,0.29,0.09,1.48,1.63,3.53,3.63,86.29,Day,OP_010,Operational,15,6,0,None
E004481,StartProduction,04/15/2018 16:21,,,BATCH_CASE_0164_014,,,,CASE_0164,R250,200,16.44,6.22,37.83,0.2,0.1,4.96,0.93,0.57,0.51,2.86,94.22,Day,OP_007,Operational,16,6,0,None
E004482,ShiftEnd,04/15/2018 17:48,,LOG_R250_015,,,,,CASE_0164,R250,201,34.03,27.22,79.99,1.49,0.08,2.75,0.81,2.35,3.44,2.17,85.29,Day,OP_010,Operational,17,6,0,None
E004483,QualityInspection,04/15/2018 19:20,,,,,QR_CASE_0164_016,,CASE_0164,R250,139,56.16,19.81,35.27,0.64,0.16,4.43,1.13,2.1,2.62,2.8,91.22,Night,OP_005,Operational,19,6,0,None
E004484,StartProduction,04/15/2018 21:38,,,BATCH_CASE_0164_017,,,,CASE_0164,R250,81,39.61,20.76,52.41,0.17,0.02,2.84,3.15,0.59,3.81,2.21,83.62,Night,OP_013,Operational,21,6,0,None
E004485,ProcessLogs,04/15/2018 23:07,,,BATCH_CASE_0164_018,,,,CASE_0164,R250,167,24.62,7.41,30.1,0.31,0.08,0.25,3.69,1.14,1.41,3.19,89.07,Night,OP_005,Operational,23,6,0,None
E004486,StartProduction,04/16/2018 01:41,,,BATCH_CASE_0164_019,,,,CASE_0164,R250,99,17.51,13.82,78.93,1.38,0.29,4.17,0.16,1.91,3.98,0.63,91.03,Night,OP_010,Operational,1,0,0,None
E004487,MaintenancePlanned,04/16/2018 04:27,MR_R250_020,,,,,,CASE_0164,R250,121,43.07,11.07,25.7,1.91,1.05,4.09,1.84,2.26,2.48,1.43,84.72,Night,OP_007,Maintenance,4,0,0,None
E004488,ShiftEnd,04/16/2018 08:09,,LOG_R250_021,,,,,CASE_0164,R250,120,51.35,39.72,77.35,1.13,0.17,2.49,1.13,1.98,1.85,1.86,90.83,Day,OP_003,Operational,8,0,0,None
E004489,StartProduction,09/19/2019 00:00,,,BATCH_CASE_0165_000,,,,CASE_0165,R200,80,16.5,5.57,33.76,1.36,0.21,0.37,2.6,2.55,1.21,2.39,95.0,Night,OP_001,Operational,0,3,1,QR-2|TR-2
E004490,ShiftEnd,09/19/2019 00:48,,LOG_R200_001,,,,,CASE_0165,R200,138,45.36,24.09,53.11,0.35,0.05,4.67,0.54,1.94,0.08,3.69,87.8,Night,OP_009,Operational,0,3,1,QR-2|TR-2
E004491,ProcessLogs,09/19/2019 05:32,,,BATCH_CASE_0165_002,,,,CASE_0165,R200,55,56.83,34.95,61.5,0.05,0.01,4.31,1.08,2.3,4.17,2.23,81.52,Night,OP_014,Operational,5,3,1,QR-2|TR-2
E004492,ProcessLogs,09/19/2019 07:20,,,BATCH_CASE_0165_003,,,,CASE_0165,R200,82,21.67,6.24,28.8,1.08,0.31,1.22,2.18,0.09,3.34,3.11,91.77,Day,OP_001,Operational,7,3,1,QR-2|TR-2
E004493,ProductionComplete,09/19/2019 09:50,,,BATCH_CASE_0165_004,,,,CASE_0165,R200,133,48.78,21.14,43.34,0.41,0.0,3.81,0.97,1.32,3.17,3.99,86.16,Day,OP_001,Operational,9,3,1,QR-2|TR-2
E004494,StartProduction,09/19/2019 13:31,,,BATCH_CASE_0165_005,,,,CASE_0165,R200,142,10.06,7.98,19.37,0.16,0.07,1.22,0.6,3.55,2.31,3.98,85.89,Day,OP_009,Operational,13,3,1,QR-2|TR-2
E004495,ProcessLogs,09/19/2019 16:43,,,BATCH_CASE_0165_006,,,,CASE_0165,R200,197,30.95,18.92,22.05,1.08,0.2,1.61,3.95,0.26,1.49,2.98,92.24,Day,OP_010,Operational,16,3,1,QR-2|TR-2
E004496,MaintenanceUnplanned,09/19/2019 19:37,MR_R200_007,,,,,,CASE_0165,R200,148,51.9,36.81,70.92,3.4,1.77,2.28,3.39,3.4,2.76,1.66,89.45,Night,OP_013,Maintenance,19,3,1,QR-2|TR-2
E004497,QualityInspection,09/19/2019 22:59,,,,,QR_CASE_0165_008,,CASE_0165,R200,175,45.98,23.88,51.94,0.14,0.05,2.71,1.84,0.75,3.87,0.77,92.63,Night,OP_006,Operational,22,3,1,QR-2|TR-2
E004498,StartProduction,09/20/2019 02:17,,,BATCH_CASE_0165_009,,,,CASE_0165,R200,190,29.16,17.72,60.77,0.57,0.25,1.26,2.97,0.79,0.03,2.93,94.24,Night,OP_015,Operational,2,4,1,QR-2|TR-2
E004499,LogShortage,09/20/2019 03:21,,LOG_R200_010,,,,,CASE_0165,R200,152,17.25,8.3,48.12,0.64,0.06,4.86,0.96,3.12,2.96,1.22,82.16,Night,OP_014,Operational,3,4,1,QR-2|TR-2
E004500,ProcessLogs,09/20/2019 04:52,,,BATCH_CASE_0165_011,,,,CASE_0165,R200,220,44.3,15.4,34.76,0.6,0.22,2.55,0.02,1.74,3.79,3.49,91.2,Night,OP_014,Operational,4,4,1,QR-2|TR-2
E004501,ProductionComplete,09/20/2019 09:01,,,BATCH_CASE_0165_012,,,,CASE_0165,R200,69,26.02,15.5,59.57,0.65,0.21,3.5,1.77,0.7,4.79,2.58,84.79,Day,OP_009,Operational,9,4,1,QR-2|TR-2
E004502,QualitySorting,09/20/2019 10:26,,,,,QR_CASE_0165_013,,CASE_0165,R200,185,13.57,5.05,37.21,0.49,0.05,4.21,0.55,0.19,0.34,0.35,95.0,Day,OP_015,Operational,10,4,1,QR-2|TR-2
E004503,LogShortage,09/20/2019 12:32,,LOG_R200_014,,,,,CASE_0165,R200,54,32.97,17.76,23.41,0.11,0.01,3.73,3.17,1.66,4.72,0.38,81.46,Day,OP_008,Operational,12,4,1,QR-2|TR-2
E004504,QualityInspection,09/20/2019 16:08,,,,,QR_CASE_0165_015,,CASE_0165,R200,62,45.72,29.13,20.3,0.86,0.03,2.31,1.29,0.11,4.02,2.51,85.63,Day,OP_012,Operational,16,4,1,QR-2|TR-2
E004505,ProcessLogs,09/20/2019 17:47,,,BATCH_CASE_0165_016,,,,CASE_0165,R200,132,9.21,5.85,63.52,0.16,0.07,3.63,1.37,3.36,0.57,0.67,91.02,Day,OP_013,Operational,17,4,1,QR-2|TR-2
E004506,MaintenanceUnplanned,09/20/2019 21:19,MR_R200_017,,,,,,CASE_0165,R200,183,17.45,8.85,16.76,0.66,0.49,2.19,2.36,1.14,4.77,1.97,91.91,Night,OP_002,Maintenance,21,4,1,QR-2|TR-2
E004507,ProcessLogs,09/20/2019 23:57,,,BATCH_CASE_0165_018,,,,CASE_0165,R200,78,23.76,9.28,22.09,0.48,0.1,17.97,2.89,1.36,2.98,1.87,74.15,Night,OP_007,Operational,23,4,1,QR-2|TR-2
E004508,LogShortage,09/21/2019 03:22,,LOG_R200_019,,,,,CASE_0165,R200,171,39.93,23.55,58.98,0.08,0.01,1.15,0.77,2.93,3.61,1.91,84.7,Night,OP_013,Operational,3,5,1,QR-2|TR-2
E004509,SawBladeChange,09/21/2019 07:08,MR_R200_020,,,,,,CASE_0165,R200,173,36.63,16.33,44.58,1.77,1.7,1.89,3.36,3.37,4.93,3.74,83.62,Day,OP_009,Maintenance,7,5,1,QR-2|TR-2
E004510,ProcessLogs,09/21/2019 11:27,,,BATCH_CASE_0165_021,,,,CASE_0165,R200,75,36.36,16.09,44.25,0.71,0.17,0.12,3.37,1.44,2.13,3.59,94.22,Day,OP_015,Operational,11,5,1,QR-2|TR-2
E004511,QualityInspection,09/21/2019 13:37,,,,,QR_CASE_0165_022,,CASE_0165,R200,149,13.38,3.59,26.83,0.26,0.1,1.25,1.89,3.68,3.67,0.94,87.58,Day,OP_003,Operational,13,5,1,QR-2|TR-2
E004512,ProcessLogs,09/21/2019 17:11,,,BATCH_CASE_0165_023,,,,CASE_0165,R200,169,35.89,9.16,25.52,1.4,0.46,4.45,3.68,1.72,0.0,3.29,84.73,Day,OP_005,Operational,17,5,1,QR-2|TR-2
E004513,ProductionComplete,09/21/2019 20:31,,,BATCH_CASE_0165_024,,,,CASE_0165,R200,162,23.47,12.64,53.86,0.45,0.07,1.31,1.64,2.41,2.0,0.7,95.0,Night,OP_010,Operational,20,5,1,QR-2|TR-2
E004514,StartProduction,09/22/2019 00:15,,,BATCH_CASE_0165_025,,,,CASE_0165,R200,183,13.59,9.56,70.35,0.8,0.37,0.94,3.66,3.49,3.22,3.8,82.38,Night,OP_006,Operational,0,6,1,QR-2|TR-2
E004515,StartProduction,09/22/2019 04:30,,,BATCH_CASE_0165_026,,,,CASE_0165,R200,208,16.28,8.2,50.37,1.49,0.34,0.95,2.13,2.42,4.14,1.65,93.54,Night,OP_007,Operational,4,6,1,QR-2|TR-2
E004516,MaintenanceUnplanned,09/22/2019 05:10,MR_R200_027,,,,,,CASE_0165,R200,79,20.61,16.13,78.26,2.0,1.07,2.36,2.42,1.84,3.54,2.56,88.11,Night,OP_010,Maintenance,5,6,1,QR-2|TR-2
E004517,QualitySorting,09/22/2019 08:43,,,,,QR_CASE_0165_028,,CASE_0165,R200,165,57.49,18.82,32.74,0.48,0.07,4.08,0.21,2.56,4.28,3.78,86.08,Day,OP_001,Operational,8,6,1,QR-2|TR-2
E004518,ProductionComplete,09/22/2019 12:05,,,BATCH_CASE_0165_029,,,,CASE_0165,R200,148,42.67,10.76,18.75,0.85,0.4,4.07,2.96,2.94,4.31,2.08,85.62,Day,OP_008,Operational,12,6,1,QR-2|TR-2
E004519,QualityInspection,09/22/2019 13:56,,,,,QR_CASE_0165_030,,CASE_0165,R200,56,30.98,7.93,25.6,1.33,0.39,0.87,1.07,0.48,4.84,3.11,85.7,Day,OP_008,Operational,13,6,1,QR-2|TR-2
E004520,StartProduction,08/03/2017 00:00,,,BATCH_CASE_0166_000,,,,CASE_0166,R200,53,25.09,9.37,37.35,1.26,0.48,0.58,2.36,1.32,4.24,2.11,88.97,Night,OP_008,Operational,0,3,0,None
E004521,ConveyorMaintenance,08/03/2017 01:07,MR_R200_001,,,,,,CASE_0166,R200,145,46.52,19.75,42.45,1.01,0.55,3.9,3.88,3.02,3.65,2.84,85.48,Night,OP_002,Maintenance,1,3,0,None
E004522,ProcessLogs,08/03/2017 05:34,,,BATCH_CASE_0166_002,,,,CASE_0166,R200,146,26.62,9.85,37.0,0.71,0.11,3.68,3.63,0.04,1.28,2.06,93.97,Night,OP_003,Operational,5,3,0,None
E004523,BreakdownMechanical,08/03/2017 07:45,MR_R200_003,,,,,,CASE_0166,R200,64,12.26,3.3,26.92,2.65,2.37,0.54,1.27,0.57,4.68,0.69,93.02,Day,OP_015,Breakdown,7,3,0,None
E004524,MaintenanceUnplanned,08/03/2017 11:04,MR_R200_004,,,,,,CASE_0166,R200,176,24.28,12.25,50.45,2.69,2.02,4.43,3.14,1.79,1.84,3.23,84.48,Day,OP_010,Maintenance,11,3,0,None
E004525,ProcessLogs,08/03/2017 13:39,,,BATCH_CASE_0166_005,,,,CASE_0166,R200,137,56.78,30.27,53.31,1.2,0.39,2.91,2.36,0.59,4.44,0.84,90.59,Day,OP_002,Operational,13,3,0,None
E004526,LogShortage,08/03/2017 15:29,,LOG_R200_006,,,,,CASE_0166,R200,212,37.0,25.66,69.35,0.77,0.03,1.14,3.38,0.28,3.09,2.36,86.87,Day,OP_013,Operational,15,3,0,None
E004527,ShiftEnd,08/03/2017 18:11,,LOG_R200_007,,,,,CASE_0166,R200,78,33.17,15.76,47.51,0.76,0.19,2.63,2.04,3.19,1.2,1.86,88.05,Night,OP_001,Operational,18,3,0,None
E004528,ProcessLogs,08/03/2017 20:50,,,BATCH_CASE_0166_008,,,,CASE_0166,R200,165,12.02,9.3,77.37,0.51,0.01,2.25,2.16,2.29,3.05,3.21,86.71,Night,OP_009,Operational,20,3,0,None
E004529,ProductionComplete,08/03/2017 22:46,,,BATCH_CASE_0166_009,,,,CASE_0166,R200,157,21.83,6.16,28.22,0.82,0.08,4.66,1.09,0.83,0.31,3.55,90.21,Night,OP_012,Operational,22,3,0,None
E004530,QualitySorting,08/04/2017 03:02,,,,,QR_CASE_0166_010,,CASE_0166,R200,201,38.91,11.54,29.66,0.77,0.17,2.44,3.32,1.51,3.41,1.25,89.08,Night,OP_014,Operational,3,4,0,None
E004531,ShiftEnd,08/04/2017 04:59,,LOG_R200_011,,,,,CASE_0166,R200,179,11.56,5.59,48.36,0.78,0.06,0.05,3.85,0.82,3.67,1.57,94.82,Night,OP_004,Operational,4,4,0,None
E004532,ProcessLogs,08/04/2017 07:09,,,BATCH_CASE_0166_012,,,,CASE_0166,R200,81,14.87,6.94,46.67,0.89,0.08,3.05,2.59,0.53,2.86,1.78,85.02,Day,OP_010,Operational,7,4,0,None
E004533,StartProduction,08/04/2017 10:37,,,BATCH_CASE_0166_013,,,,CASE_0166,R200,129,50.42,26.32,52.2,0.97,0.19,0.48,0.41,2.85,2.67,1.71,90.13,Day,OP_004,Operational,10,4,0,None
E004534,MaintenancePlanned,08/04/2017 11:30,MR_R200_014,,,,,,CASE_0166,R200,130,47.23,14.57,30.85,3.33,2.95,1.68,0.72,1.82,3.46,1.61,88.71,Day,OP_007,Maintenance,11,4,0,None
E004535,ShiftEnd,08/04/2017 15:53,,LOG_R200_015,,,,,CASE_0166,R200,161,26.58,12.75,47.97,0.81,0.01,0.92,2.86,3.74,0.42,0.25,95.0,Day,OP_005,Operational,15,4,0,None
E004536,ProcessLogs,08/04/2017 18:53,,,BATCH_CASE_0166_016,,,,CASE_0166,R200,99,30.06,13.52,44.98,0.74,0.03,4.12,2.81,1.2,2.76,3.4,84.61,Night,OP_015,Operational,18,4,0,None
E004537,ProductionComplete,08/04/2017 20:47,,,BATCH_CASE_0166_017,,,,CASE_0166,R200,140,32.66,23.74,72.69,1.11,0.37,0.61,0.99,3.69,0.33,3.91,86.48,Night,OP_010,Operational,20,4,0,None
E004538,ProcessLogs,08/05/2017 01:16,,,BATCH_CASE_0166_018,,,,CASE_0166,R200,111,49.74,36.27,72.92,1.33,0.11,4.0,0.64,1.8,2.43,0.71,94.02,Night,OP_008,Operational,1,5,0,None
E004539,LogShortage,08/05/2017 04:41,,LOG_R200_019,,,,,CASE_0166,R200,214,11.99,9.24,77.06,0.04,0.01,1.14,1.63,2.08,4.29,1.15,91.34,Night,OP_010,Operational,4,5,0,None
E004540,LogShortage,08/05/2017 06:16,,LOG_R200_020,,,,,CASE_0166,R200,102,30.17,15.53,51.47,0.44,0.04,4.79,1.33,0.46,4.64,3.63,89.65,Day,OP_006,Operational,6,5,0,None
E004541,StartProduction,08/05/2017 08:31,,,BATCH_CASE_0166_021,,,,CASE_0166,R200,161,36.08,18.46,51.16,1.49,0.51,0.21,0.28,2.92,4.5,0.37,92.56,Day,OP_008,Operational,8,5,0,None
E004542,ShiftEnd,08/05/2017 09:56,,LOG_R200_022,,,,,CASE_0166,R200,201,58.6,41.5,70.82,0.41,0.04,4.73,0.75,1.51,4.7,0.69,87.57,Day,OP_015,Operational,9,5,0,None
E004543,QualityInspection,08/05/2017 10:39,,,,,QR_CASE_0166_023,,CASE_0166,R200,199,43.45,33.61,77.35,1.45,0.68,3.62,1.08,3.91,4.75,0.66,80.58,Day,OP_004,Operational,10,5,0,None
E004544,StartProduction,08/05/2017 14:39,,,BATCH_CASE_0166_024,,,,CASE_0166,R200,148,36.89,20.11,54.51,0.57,0.16,1.35,0.98,2.54,2.37,1.75,93.84,Day,OP_006,Operational,14,5,0,None
E004545,LogShortage,08/05/2017 16:30,,LOG_R200_025,,,,,CASE_0166,R200,195,37.46,13.94,37.21,0.15,0.04,4.9,2.43,0.2,2.51,1.2,84.8,Day,OP_013,Operational,16,5,0,None
E004546,QualitySorting,08/05/2017 20:01,,,,,QR_CASE_0166_026,,CASE_0166,R200,129,34.66,13.92,40.16,1.24,0.42,4.43,0.46,3.47,2.61,3.36,87.78,Night,OP_007,Operational,20,5,0,None
E004547,QualityInspection,08/05/2017 22:50,,,,,QR_CASE_0166_027,,CASE_0166,R200,54,29.98,19.88,66.31,0.9,0.24,1.33,0.95,0.29,3.8,1.59,92.93,Night,OP_001,Operational,22,5,0,None
E004548,StartProduction,08/06/2017 03:03,,,BATCH_CASE_0166_028,,,,CASE_0166,R200,93,11.67,5.31,45.5,0.84,0.06,0.32,0.99,0.18,1.41,1.14,95.0,Night,OP_006,Operational,3,6,0,None
E004549,ProductionComplete,08/06/2017 07:40,,,BATCH_CASE_0166_029,,,,CASE_0166,R200,55,47.28,24.2,51.18,1.46,0.6,0.31,3.93,0.29,1.83,0.1,95.0,Day,OP_004,Operational,7,6,0,None
E004550,ConveyorMaintenance,08/06/2017 09:54,MR_R200_030,,,,,,CASE_0166,R200,79,23.0,7.66,33.3,1.92,1.43,0.38,3.18,1.44,0.97,3.51,91.07,Day,OP_015,Maintenance,9,6,0,None
E004551,StartProduction,08/06/2017 11:26,,,BATCH_CASE_0166_031,,,,CASE_0166,R200,111,51.72,17.72,34.26,0.19,0.01,1.2,2.69,2.94,0.4,2.21,91.07,Day,OP_015,Operational,11,6,0,None
E004552,StartProduction,08/06/2017 14:15,,,BATCH_CASE_0166_032,,,,CASE_0166,R200,64,48.7,18.93,38.87,1.13,0.22,2.68,2.91,1.01,0.84,0.89,92.35,Day,OP_001,Operational,14,6,0,None
E004553,ProcessLogs,08/06/2017 18:46,,,BATCH_CASE_0166_033,,,,CASE_0166,R200,104,24.61,12.57,51.08,0.21,0.03,4.53,1.14,1.92,4.29,0.63,86.65,Night,OP_015,Operational,18,6,0,None
E004554,StartProduction,09/10/2021 00:00,,,BATCH_CASE_0167_000,,,,CASE_0167,R200,61,48.21,36.55,75.81,1.01,0.09,0.75,1.78,1.5,2.49,3.56,95.0,Night,OP_006,Operational,0,4,1,QR-2|TR-2
E004555,QualitySorting,09/10/2021 02:39,,,,,QR_CASE_0167_001,,CASE_0167,R200,68,50.63,18.75,37.03,0.93,0.37,4.01,2.78,2.92,2.58,0.33,90.04,Night,OP_012,Operational,2,4,1,QR-2|TR-2
E004556,StartProduction,09/10/2021 06:48,,,BATCH_CASE_0167_002,,,,CASE_0167,R200,218,15.4,4.78,31.04,1.47,0.26,1.85,0.55,2.78,1.14,0.12,95.0,Day,OP_010,Operational,6,4,1,QR-2|TR-2
E004557,ProcessLogs,09/10/2021 09:17,,,BATCH_CASE_0167_003,,,,CASE_0167,R200,59,50.52,35.45,70.17,0.91,0.28,2.04,1.76,1.47,0.41,3.76,89.45,Day,OP_013,Operational,9,4,1,QR-2|TR-2
E004558,ProcessLogs,09/10/2021 12:40,,,BATCH_CASE_0167_004,,,,CASE_0167,R200,128,15.33,12.23,79.78,1.38,0.34,0.94,3.17,0.82,4.01,2.13,85.95,Day,OP_011,Operational,12,4,1,QR-2|TR-2
E004559,StartProduction,09/10/2021 15:08,,,BATCH_CASE_0167_005,,,,CASE_0167,R200,211,52.18,37.9,72.63,0.74,0.13,1.16,2.38,3.91,0.38,3.46,94.17,Day,OP_006,Operational,15,4,1,QR-2|TR-2
E004560,QualityInspection,09/10/2021 16:32,,,,,QR_CASE_0167_006,,CASE_0167,R200,157,21.12,16.18,76.61,1.04,0.32,2.22,1.41,1.77,1.77,0.43,95.0,Day,OP_002,Operational,16,4,1,QR-2|TR-2
E004561,StartProduction,09/10/2021 18:59,,,BATCH_CASE_0167_007,,,,CASE_0167,R200,188,19.6,7.38,37.65,0.59,0.23,1.86,0.07,0.82,3.81,1.22,95.0,Night,OP_001,Operational,18,4,1,QR-2|TR-2
E004562,ProcessLogs,09/10/2021 22:13,,,BATCH_CASE_0167_008,,,,CASE_0167,R200,71,12.06,4.56,37.81,0.29,0.1,0.12,2.65,2.62,0.66,0.33,95.0,Night,OP_004,Operational,22,4,1,QR-2|TR-2
E004563,QualitySorting,09/11/2021 02:39,,,,,QR_CASE_0167_009,,CASE_0167,R200,82,40.8,27.58,67.6,0.06,0.02,2.69,2.52,3.48,2.78,2.98,84.21,Night,OP_004,Operational,2,5,1,QR-2|TR-2
E004564,ProcessLogs,09/11/2021 03:39,,,BATCH_CASE_0167_010,,,,CASE_0167,R200,209,58.53,40.6,69.37,1.2,0.55,2.55,1.81,3.82,2.8,0.39,85.22,Night,OP_010,Operational,3,5,1,QR-2|TR-2
E004565,ProductionComplete,09/11/2021 07:25,,,BATCH_CASE_0167_011,,,,CASE_0167,R200,70,12.49,3.25,26.02,0.93,0.24,2.91,0.83,3.44,1.6,3.26,85.25,Day,OP_015,Operational,7,5,1,QR-2|TR-2
E004566,ProcessLogs,09/11/2021 09:40,,,BATCH_CASE_0167_012,,,,CASE_0167,R200,149,39.54,28.33,71.65,0.29,0.1,3.63,3.39,3.35,20.5,0.95,66.42,Day,OP_007,Operational,9,5,1,QR-2|TR-2
E004567,ProcessLogs,09/11/2021 14:00,,,BATCH_CASE_0167_013,,,,CASE_0167,R200,75,42.39,19.39,45.74,1.33,0.51,1.69,3.98,1.54,4.14,3.1,88.7,Day,OP_015,Operational,14,5,1,QR-2|TR-2
E004568,ProcessLogs,09/11/2021 16:18,,,BATCH_CASE_0167_014,,,,CASE_0167,R200,87,17.98,8.6,47.83,0.56,0.26,2.36,0.61,2.34,0.26,0.06,93.34,Day,OP_001,Operational,16,5,1,QR-2|TR-2
E004569,ShiftEnd,09/11/2021 17:40,,LOG_R200_015,,,,,CASE_0167,R200,53,51.01,26.89,52.72,1.29,0.2,4.68,0.76,2.25,1.01,3.94,88.65,Day,OP_004,Operational,17,5,1,QR-2|TR-2
E004570,ProcessLogs,09/11/2021 19:30,,,BATCH_CASE_0167_016,,,,CASE_0167,R200,143,19.06,10.19,53.46,0.97,0.29,0.5,0.64,2.81,1.56,3.51,89.17,Night,OP_009,Operational,19,5,1,QR-2|TR-2
E004571,ShiftEnd,09/11/2021 23:57,,LOG_R200_017,,,,,CASE_0167,R200,157,14.48,3.88,15.19,1.45,0.66,4.74,0.69,0.51,3.73,0.16,95.0,Night,OP_013,Operational,23,5,1,QR-2|TR-2
E004572,StartProduction,09/12/2021 01:45,,,BATCH_CASE_0167_018,,,,CASE_0167,R200,62,52.27,30.3,57.97,1.21,0.18,2.41,0.1,3.75,3.2,2.8,88.69,Night,OP_011,Operational,1,6,1,QR-2|TR-2
E004573,ProductionComplete,09/12/2021 05:44,,,BATCH_CASE_0167_019,,,,CASE_0167,R200,153,51.88,25.15,48.48,1.24,0.06,0.17,2.41,1.24,1.01,2.39,95.0,Night,OP_015,Operational,5,6,1,QR-2|TR-2
E004574,ShiftEnd,09/12/2021 09:00,,LOG_R200_020,,,,,CASE_0167,R200,104,27.95,18.42,65.9,0.12,0.05,3.47,2.57,1.38,2.41,1.51,85.07,Day,OP_004,Operational,9,6,1,QR-2|TR-2
E004575,LogShortage,09/12/2021 13:11,,LOG_R200_021,,,,,CASE_0167,R200,145,10.06,6.18,61.43,1.36,0.56,4.6,2.06,0.33,4.67,3.12,89.67,Day,OP_005,Operational,13,6,1,QR-2|TR-2
E004576,ProcessLogs,09/12/2021 17:14,,,BATCH_CASE_0167_022,,,,CASE_0167,R200,156,8.47,6.73,79.46,0.6,0.13,2.56,3.78,3.13,3.56,0.89,80.64,Day,OP_008,Operational,17,6,1,QR-2|TR-2
E004577,ProductionComplete,09/12/2021 18:36,,,BATCH_CASE_0167_023,,,,CASE_0167,R200,218,24.44,11.11,45.46,0.8,0.16,2.22,0.13,3.29,3.94,2.46,88.55,Night,OP_001,Operational,18,6,1,QR-2|TR-2
E004578,ProcessLogs,09/12/2021 19:56,,,BATCH_CASE_0167_024,,,,CASE_0167,R200,192,35.02,12.09,34.52,1.01,0.47,1.16,3.94,3.48,4.6,1.35,84.29,Night,OP_004,Operational,19,6,1,QR-2|TR-2
E004579,ProcessLogs,09/12/2021 22:19,,,BATCH_CASE_0167_025,,,,CASE_0167,R200,83,19.84,8.14,41.03,0.45,0.0,0.71,1.45,3.29,3.92,1.81,83.72,Night,OP_013,Operational,22,6,1,QR-2|TR-2
E004580,StartProduction,09/13/2021 00:53,,,BATCH_CASE_0167_026,,,,CASE_0167,R200,141,59.14,30.59,51.72,0.36,0.03,0.14,1.24,3.98,2.68,2.05,91.08,Night,OP_004,Operational,0,0,1,QR-2|TR-2
