Case ID,Activity,Timestamp,Object _type,Attributes
TC_00103,CoatSurface,2024-02-08 15:29:00,Tube,Len:409cm
TC_00148,HoldQA,2024-02-22 05:36:00,Pallet,Batch:6890
TC_00326,ReworkWeld,2024-01-10 23:11:00,Pallet,Len:409cm
TC_00357,WeldJoint,2024-01-09 14:16:00,Pallet,Len:409cm
TC_00070,ShipOrder,2024-01-05 21:18:00,Batch,Batch:6890
TC_00361,CoatSurface,2024-02-03 07:07:00,Pallet,Diam:13mm
TC_00038,WeldJoint,2024-03-13 02:19:00,Batch,Diam:13mm
TC_00085,CutTube,2024-03-14 07:09:00,Batch,Diam:13mm
TC_00111,PackBox,2024-02-23 10:25:00,Pallet,Diam:13mm
TC_00035,CutTube,2024-02-05 11:10:00,Pallet,Len:409cm
TC_00106,ShipOrder,2024-02-29 01:51:00,Tube,Batch:6890
TC_00212,CutTube,2024-02-05 03:39:00,Pallet,Batch:6890
TC_00135,ReworkWeld,2024-02-05 01:25:00,Batch,Diam:13mm
TC_00499,ReworkWeld,2024-01-18 13:02:00,Batch,Batch:6890
TC_00253,WeldJoint,2024-03-28 04:04:00,Tube,Len:409cm
TC_00186,HoldQA,2024-02-15 00:01:00,Pallet,Batch:6890
TC_00465,ReworkWeld,2024-03-22 16:51:00,Pallet,Batch:6890
TC_00322,WeldJoint,2024-01-11 04:45:00,Pallet,Diam:13mm
TC_00403,HoldQA,2024-02-27 23:50:00,Pallet,Diam:13mm
TC_00218,HoldQA,2024-03-14 12:24:00,Tube,Batch:6890
TC_00250,ReworkWeld,2024-02-16 22:24:00,Batch,Diam:13mm
TC_00170,ShipOrder,2024-03-16 19:34:00,Tube,Diam:13mm
TC_00347,CoatSurface,2024-03-17 09:00:00,Tube,Len:409cm
TC_00018,ShipOrder,2024-03-18 04:57:00,Tube,Diam:13mm
TC_00423,CutTube,2024-03-26 16:23:00,Pallet,Diam:13mm
TC_00070,ShipOrder,2024-01-01 21:48:00,Batch,Diam:13mm
TC_00266,InspectVision,2024-03-04 14:01:00,Pallet,Len:409cm
TC_00321,PackBox,2024-03-29 15:26:00,Tube,Diam:13mm
TC_00190,ShipOrder,2024-03-18 20:55:00,Tube,Diam:13mm
TC_00305,PackBox,2024-02-03 17:30:00,Tube,Batch:6890
TC_00424,ShipOrder,2024-02-22 02:44:00,Tube,Len:409cm
TC_00035,WeldJoint,2024-02-10 12:56:00,Batch,Diam:13mm
TC_00479,InspectVision,2024-02-15 19:53:00,Batch,Len:409cm
TC_00423,ShipOrder,2024-03-19 02:05:00,Batch,Diam:13mm
TC_00214,PackBox,2024-01-31 07:48:00,Batch,Diam:13mm
TC_00292,ShipOrder,2024-02-17 10:39:00,Pallet,Batch:6890
TC_00453,CutTube,2024-03-20 06:32:00,Batch,Len:409cm
TC_00206,InspectVision,2024-03-19 22:48:00,Batch,Batch:6890
TC_00478,CoatSurface,2024-03-06 10:25:00,Batch,Len:409cm
TC_00370,ShipOrder,2024-03-23 01:22:00,Pallet,Len:409cm
TC_00460,CutTube,2024-03-09 16:32:00,Batch,Len:409cm
TC_00391,InspectVision,2024-03-20 12:38:00,Batch,Len:409cm
TC_00165,CoatSurface,2024-03-25 20:22:00,Tube,Len:409cm
TC_00418,CoatSurface,2024-02-20 22:35:00,Batch,Diam:13mm
TC_00320,HoldQA,2024-02-16 19:18:00,Batch,Diam:13mm
TC_00473,ReworkWeld,2024-03-22 04:12:00,Batch,Len:409cm
TC_00217,WeldJoint,2024-01-19 12:14:00,Batch,Len:409cm
TC_00062,ShipOrder,2024-02-11 04:46:00,Pallet,Diam:13mm
TC_00026,InspectVision,2024-03-28 14:23:00,Tube,Batch:6890
TC_00422,InspectVision,2024-02-27 20:00:00,Tube,Len:409cm
TC_00149,ShipOrder,2024-03-19 19:34:00,Tube,Diam:13mm
TC_00411,CoatSurface,2024-02-16 04:12:00,Pallet,Diam:13mm
TC_00436,InspectVision,2024-02-29 06:30:00,Batch,Batch:6890
TC_00306,WeldJoint,2024-01-17 21:44:00,Pallet,Len:409cm
TC_00138,WeldJoint,2024-01-12 13:17:00,Pallet,Batch:6890
TC_00197,WeldJoint,2024-02-07 16:46:00,Tube,Len:409cm
TC_00314,HoldQA,2024-01-29 16:44:00,Tube,Diam:13mm
TC_00189,PackBox,2024-01-06 23:55:00,Pallet,Len:409cm
TC_00397,CoatSurface,2024-01-14 23:54:00,Tube,Len:409cm
TC_00270,ReworkWeld,2024-03-19 22:52:00,Tube,Diam:13mm
TC_00104,CutTube,2024-01-01 05:12:00,Tube,Len:409cm
TC_00076,WeldJoint,2024-01-11 14:31:00,Pallet,Len:409cm
TC_00482,CutTube,2024-01-19 18:54:00,Batch,Len:409cm
TC_00066,WeldJoint,2024-02-07 22:28:00,Tube,Len:409cm
TC_00380,PackBox,2024-02-09 01:27:00,Batch,Batch:6890
TC_00261,PackBox,2024-03-24 18:33:00,Tube,Diam:13mm
TC_00225,InspectVision,2024-01-19 06:14:00,Tube,Batch:6890
TC_00308,ShipOrder,2024-01-11 15:03:00,Batch,Len:409cm
TC_00264,ShipOrder,2024-03-01 06:04:00,Batch,Batch:6890
TC_00130,CutTube,2024-03-23 04:53:00,Tube,Diam:13mm
TC_00058,WeldJoint,2024-02-05 13:11:00,Tube,Len:409cm
TC_00464,WeldJoint,2024-03-24 09:25:00,Batch,Len:409cm
TC_00221,InspectVision,2024-01-10 19:38:00,Batch,Batch:6890
TC_00261,PackBox,2024-02-27 22:29:00,Batch,Diam:13mm
TC_00254,ReworkWeld,2024-01-29 06:39:00,Pallet,Batch:6890
TC_00123,PackBox,2024-03-08 06:43:00,Batch,Batch:6890
TC_00456,ShipOrder,2024-03-16 10:02:00,Pallet,Batch:6890
TC_00427,WeldJoint,2024-01-02 15:38:00,Tube,Diam:13mm
TC_00346,PackBox,2024-02-12 04:16:00,Tube,Batch:6890
TC_00183,ReworkWeld,2024-01-11 03:33:00,Tube,Diam:13mm
TC_00143,HoldQA,2024-02-14 04:11:00,Batch,Diam:13mm
TC_00133,ShipOrder,2024-03-29 15:58:00,Pallet,Batch:6890
TC_00237,CutTube,2024-03-06 03:24:00,Pallet,Len:409cm
TC_00046,ShipOrder,2024-03-23 21:29:00,Tube,Diam:13mm
TC_00370,InspectVision,2024-03-05 08:40:00,Pallet,Diam:13mm
TC_00022,PackBox,2024-02-06 16:46:00,Pallet,Len:409cm
TC_00125,ReworkWeld,2024-03-07 05:42:00,Batch,Batch:6890
TC_00392,ReworkWeld,2024-03-12 21:50:00,Batch,Diam:13mm
TC_00304,ReworkWeld,2024-03-30 06:13:00,Pallet,Len:409cm
TC_00288,CutTube,2024-01-01 15:55:00,Tube,Batch:6890
TC_00396,InspectVision,2024-02-08 03:02:00,Batch,Diam:13mm
TC_00212,InspectVision,2024-03-03 12:44:00,Pallet,Diam:13mm
TC_00233,HoldQA,2024-03-19 03:57:00,Pallet,Batch:6890
TC_00003,HoldQA,2024-03-07 04:00:00,Pallet,Batch:6890
TC_00128,CutTube,2024-02-29 07:34:00,Batch,Diam:13mm
TC_00136,HoldQA,2024-02-02 16:52:00,Tube,Len:409cm
TC_00333,InspectVision,2024-03-17 10:10:00,Batch,Diam:13mm
TC_00163,ReworkWeld,2024-01-09 00:56:00,Tube,Len:409cm
TC_00221,InspectVision,2024-02-12 11:36:00,Tube,Len:409cm
TC_00117,PackBox,2024-03-01 15:02:00,Pallet,Diam:13mm
TC_00164,InspectVision,2024-02-22 03:12:00,Batch,Batch:6890
TC_00460,ReworkWeld,2024-01-18 21:39:00,Tube,Batch:6890
TC_00472,InspectVision,2024-01-05 04:45:00,Pallet,Len:409cm
TC_00445,PackBox,2024-03-09 10:20:00,Pallet,Diam:13mm
TC_00075,ReworkWeld,2024-01-17 03:26:00,Tube,Batch:6890
TC_00103,WeldJoint,2024-01-02 05:07:00,Batch,Len:409cm
TC_00366,HoldQA,2024-02-28 14:40:00,Pallet,Diam:13mm
TC_00171,InspectVision,2024-01-06 20:28:00,Pallet,Diam:13mm
TC_00225,InspectVision,2024-01-05 00:01:00,Pallet,Diam:13mm
TC_00051,InspectVision,2024-01-13 22:32:00,Pallet,Diam:13mm
TC_00152,InspectVision,2024-01-03 09:00:00,Tube,Len:409cm
TC_00117,CutTube,2024-01-27 05:22:00,Tube,Len:409cm
TC_00497,InspectVision,2024-03-04 10:01:00,Pallet,Diam:13mm
TC_00251,CoatSurface,2024-02-15 16:37:00,Tube,Len:409cm
TC_00062,HoldQA,2024-02-22 20:03:00,Tube,Len:409cm
TC_00464,ShipOrder,2024-01-25 13:34:00,Pallet,Diam:13mm
TC_00124,WeldJoint,2024-03-24 01:39:00,Pallet,Len:409cm
TC_00334,InspectVision,2024-01-07 08:37:00,Pallet,Batch:6890
TC_00018,CutTube,2024-02-20 08:32:00,Tube,Batch:6890
TC_00473,InspectVision,2024-01-27 11:47:00,Pallet,Len:409cm
TC_00121,CutTube,2024-03-16 14:07:00,Pallet,Diam:13mm
TC_00402,WeldJoint,2024-01-13 11:56:00,Batch,Len:409cm
TC_00428,ShipOrder,2024-01-14 00:18:00,Batch,Batch:6890
TC_00332,WeldJoint,2024-01-12 14:16:00,Batch,Len:409cm
TC_00177,CutTube,2024-01-11 15:09:00,Batch,Batch:6890
TC_00299,CoatSurface,2024-03-24 19:34:00,Pallet,Batch:6890
TC_00288,ReworkWeld,2024-02-15 03:42:00,Batch,Len:409cm
TC_00377,HoldQA,2024-01-27 11:36:00,Pallet,Diam:13mm
TC_00267,HoldQA,2024-02-28 01:36:00,Tube,Len:409cm
TC_00179,CoatSurface,2024-01-21 12:41:00,Batch,Diam:13mm
TC_00222,HoldQA,2024-03-09 04:26:00,Batch,Batch:6890
TC_00007,HoldQA,2024-02-01 16:36:00,Pallet,Batch:6890
TC_00301,PackBox,2024-03-08 10:33:00,Tube,Diam:13mm
TC_00172,CoatSurface,2024-03-07 20:36:00,Tube,Len:409cm
TC_00002,CutTube,2024-03-28 00:09:00,Pallet,Batch:6890
TC_00165,PackBox,2024-03-01 17:21:00,Tube,Batch:6890
TC_00347,CoatSurface,2024-02-09 03:10:00,Tube,Batch:6890
TC_00494,HoldQA,2024-03-10 10:13:00,Batch,Batch:6890
TC_00123,HoldQA,2024-01-25 01:32:00,Batch,Diam:13mm
TC_00041,CoatSurface,2024-02-19 12:26:00,Tube,Batch:6890
TC_00058,HoldQA,2024-01-25 10:51:00,Batch,Diam:13mm
TC_00413,ShipOrder,2024-01-08 01:40:00,Tube,Len:409cm
TC_00433,CutTube,2024-01-20 21:36:00,Batch,Diam:13mm
TC_00153,CutTube,2024-02-14 22:10:00,Pallet,Len:409cm
TC_00129,CoatSurface,2024-02-15 20:31:00,Tube,Diam:13mm
TC_00091,HoldQA,2024-03-06 01:34:00,Tube,Diam:13mm
TC_00206,WeldJoint,2024-03-17 15:33:00,Pallet,Diam:13mm
TC_00009,InspectVision,2024-02-22 10:15:00,Pallet,Len:409cm
TC_00137,WeldJoint,2024-01-01 06:12:00,Tube,Len:409cm
TC_00309,CutTube,2024-01-19 00:36:00,Pallet,Batch:6890
TC_00321,PackBox,2024-02-22 11:18:00,Batch,Diam:13mm
TC_00188,ShipOrder,2024-02-29 15:16:00,Pallet,Len:409cm
TC_00031,ShipOrder,2024-03-20 06:37:00,Batch,Len:409cm
TC_00112,ReworkWeld,2024-02-10 15:23:00,Tube,Len:409cm
TC_00062,HoldQA,2024-03-04 05:17:00,Tube,Batch:6890
TC_00028,CoatSurface,2024-02-28 14:59:00,Tube,Batch:6890
TC_00410,PackBox,2024-01-19 13:09:00,Pallet,Len:409cm
TC_00368,ShipOrder,2024-01-09 09:45:00,Tube,Diam:13mm
TC_00036,InspectVision,2024-01-03 07:31:00,Pallet,Batch:6890
TC_00087,InspectVision,2024-03-07 19:08:00,Batch,Len:409cm
TC_00495,ShipOrder,2024-03-01 06:00:00,Batch,Len:409cm
TC_00146,PackBox,2024-03-23 15:15:00,Batch,Diam:13mm
TC_00300,ReworkWeld,2024-03-27 06:59:00,Batch,Batch:6890
TC_00126,CoatSurface,2024-02-07 17:07:00,Tube,Batch:6890
TC_00442,InspectVision,2024-01-13 05:17:00,Pallet,Batch:6890
TC_00468,InspectVision,2024-03-05 17:07:00,Pallet,Batch:6890
TC_00404,HoldQA,2024-02-12 22:18:00,Tube,Diam:13mm
TC_00444,ReworkWeld,2024-01-01 23:54:00,Batch,Diam:13mm
TC_00161,ShipOrder,2024-02-15 21:38:00,Batch,Len:409cm
TC_00321,ShipOrder,2024-01-04 21:54:00,Tube,Len:409cm
TC_00218,HoldQA,2024-03-21 06:04:00,Batch,Diam:13mm
TC_00051,CoatSurface,2024-02-22 20:01:00,Batch,Diam:13mm
TC_00444,CoatSurface,2024-02-23 10:34:00,Tube,Batch:6890
TC_00272,WeldJoint,2024-01-29 16:43:00,Batch,Diam:13mm
TC_00472,ReworkWeld,2024-03-20 17:42:00,Batch,Len:409cm
TC_00230,CoatSurface,2024-02-23 00:05:00,Batch,Batch:6890
TC_00030,WeldJoint,2024-03-21 07:32:00,Pallet,Batch:6890
TC_00185,CoatSurface,2024-01-03 06:35:00,Tube,Batch:6890
TC_00172,CoatSurface,2024-01-12 02:01:00,Batch,Batch:6890
TC_00287,PackBox,2024-03-23 07:30:00,Tube,Diam:13mm
TC_00312,CoatSurface,2024-03-29 03:08:00,Tube,Diam:13mm
TC_00171,CoatSurface,2024-03-21 03:22:00,Batch,Len:409cm
TC_00084,CoatSurface,2024-02-17 20:12:00,Batch,Len:409cm
TC_00215,WeldJoint,2024-01-14 17:53:00,Tube,Len:409cm
TC_00429,HoldQA,2024-01-29 00:35:00,Tube,Len:409cm
TC_00020,ShipOrder,2024-02-04 11:30:00,Pallet,Len:409cm
TC_00370,CoatSurface,2024-03-16 15:38:00,Batch,Len:409cm
TC_00181,CoatSurface,2024-03-16 14:42:00,Batch,Diam:13mm
TC_00190,CoatSurface,2024-02-07 15:43:00,Tube,Diam:13mm
TC_00163,CoatSurface,2024-01-03 14:40:00,Batch,Diam:13mm
TC_00018,InspectVision,2024-01-25 18:16:00,Tube,Batch:6890
TC_00037,PackBox,2024-02-29 21:07:00,Pallet,Len:409cm
TC_00272,ReworkWeld,2024-03-17 20:49:00,Tube,Batch:6890
TC_00232,CutTube,2024-02-25 02:50:00,Pallet,Diam:13mm
TC_00008,HoldQA,2024-02-23 17:10:00,Tube,Batch:6890
TC_00197,InspectVision,2024-01-27 01:58:00,Batch,Diam:13mm
TC_00182,InspectVision,2024-01-06 10:55:00,Pallet,Diam:13mm
TC_00480,CutTube,2024-02-02 05:47:00,Tube,Len:409cm
TC_00306,CutTube,2024-02-17 07:52:00,Pallet,Len:409cm
TC_00057,ShipOrder,2024-01-17 18:47:00,Tube,Len:409cm
TC_00136,CutTube,2024-03-10 23:10:00,Batch,Batch:6890
TC_00241,CoatSurface,2024-03-16 20:04:00,Tube,Len:409cm
TC_00400,InspectVision,2024-03-20 15:58:00,Tube,Len:409cm
TC_00449,WeldJoint,2024-03-28 03:07:00,Tube,Diam:13mm
TC_00296,PackBox,2024-03-22 21:19:00,Pallet,Batch:6890
TC_00330,InspectVision,2024-03-13 12:12:00,Batch,Diam:13mm
TC_00417,InspectVision,2024-02-12 19:47:00,Batch,Batch:6890
TC_00134,CoatSurface,2024-01-04 12:30:00,Batch,Diam:13mm
TC_00292,HoldQA,2024-02-11 19:43:00,Pallet,Batch:6890
TC_00027,PackBox,2024-02-17 13:04:00,Batch,Batch:6890
TC_00198,CutTube,2024-02-19 07:33:00,Tube,Len:409cm
TC_00251,ShipOrder,2024-01-26 00:49:00,Batch,Diam:13mm
TC_00193,PackBox,2024-02-25 12:39:00,Tube,Diam:13mm
TC_00289,ShipOrder,2024-01-08 15:58:00,Batch,Diam:13mm
TC_00227,ShipOrder,2024-03-05 17:35:00,Pallet,Batch:6890
TC_00121,ReworkWeld,2024-02-01 11:17:00,Batch,Batch:6890
TC_00164,CutTube,2024-03-05 06:58:00,Batch,Len:409cm
TC_00072,ShipOrder,2024-01-18 20:33:00,Batch,Len:409cm
TC_00387,HoldQA,2024-01-18 02:29:00,Tube,Len:409cm
TC_00476,WeldJoint,2024-02-13 20:45:00,Batch,Diam:13mm
TC_00332,InspectVision,2024-02-14 09:02:00,Pallet,Len:409cm
TC_00011,HoldQA,2024-01-25 16:55:00,Pallet,Batch:6890
TC_00264,CutTube,2024-03-26 12:06:00,Pallet,Len:409cm
TC_00427,ReworkWeld,2024-03-09 10:15:00,Tube,Len:409cm
TC_00143,CutTube,2024-01-31 10:15:00,Tube,Diam:13mm
TC_00364,PackBox,2024-02-05 19:24:00,Tube,Batch:6890
TC_00318,PackBox,2024-01-18 02:35:00,Tube,Diam:13mm
TC_00013,HoldQA,2024-02-03 02:19:00,Batch,Batch:6890
TC_00469,InspectVision,2024-02-14 02:09:00,Batch,Diam:13mm
TC_00385,PackBox,2024-02-03 10:20:00,Batch,Batch:6890
TC_00008,ShipOrder,2024-03-18 12:16:00,Pallet,Len:409cm
TC_00046,ShipOrder,2024-03-08 13:26:00,Batch,Len:409cm
TC_00310,CutTube,2024-01-24 04:08:00,Pallet,Batch:6890
TC_00136,CoatSurface,2024-03-23 09:01:00,Tube,Diam:13mm
TC_00028,WeldJoint,2024-02-27 06:07:00,Batch,Batch:6890
TC_00446,HoldQA,2024-03-06 08:57:00,Pallet,Len:409cm
TC_00496,CutTube,2024-03-06 01:18:00,Tube,Len:409cm
TC_00128,PackBox,2024-03-11 20:22:00,Tube,Len:409cm
TC_00111,CutTube,2024-02-07 13:53:00,Batch,Diam:13mm
TC_00195,HoldQA,2024-02-01 04:59:00,Pallet,Batch:6890
TC_00186,PackBox,2024-03-04 19:56:00,Batch,Len:409cm
TC_00165,WeldJoint,2024-01-03 05:50:00,Batch,Batch:6890
TC_00117,WeldJoint,2024-01-30 12:38:00,Batch,Diam:13mm
TC_00111,CutTube,2024-01-30 21:34:00,Tube,Batch:6890
TC_00453,InspectVision,2024-01-08 16:04:00,Tube,Diam:13mm
TC_00232,PackBox,2024-01-28 08:55:00,Batch,Diam:13mm
TC_00259,ShipOrder,2024-01-04 21:47:00,Batch,Len:409cm
TC_00337,PackBox,2024-02-17 06:18:00,Pallet,Len:409cm
TC_00284,InspectVision,2024-02-09 09:52:00,Tube,Len:409cm
TC_00072,WeldJoint,2024-02-07 18:02:00,Batch,Batch:6890
TC_00014,HoldQA,2024-01-30 13:00:00,Pallet,Batch:6890
TC_00486,CutTube,2024-03-28 01:07:00,Tube,Batch:6890
TC_00327,CoatSurface,2024-02-05 19:11:00,Tube,Batch:6890
TC_00364,HoldQA,2024-03-06 17:42:00,Pallet,Batch:6890
TC_00213,ShipOrder,2024-01-24 18:56:00,Pallet,Len:409cm
TC_00221,ShipOrder,2024-01-25 22:43:00,Batch,Len:409cm
TC_00161,HoldQA,2024-01-06 17:42:00,Pallet,Diam:13mm
TC_00112,WeldJoint,2024-01-10 05:12:00,Tube,Batch:6890
TC_00464,PackBox,2024-01-02 05:54:00,Pallet,Len:409cm
TC_00261,HoldQA,2024-02-06 21:09:00,Batch,Batch:6890
TC_00264,ShipOrder,2024-03-03 14:53:00,Pallet,Diam:13mm
TC_00037,CoatSurface,2024-02-28 06:42:00,Pallet,Diam:13mm
TC_00373,ReworkWeld,2024-03-13 18:15:00,Pallet,Batch:6890
TC_00331,InspectVision,2024-02-09 06:48:00,Pallet,Diam:13mm
TC_00302,PackBox,2024-02-29 23:51:00,Batch,Batch:6890
TC_00036,ShipOrder,2024-03-14 01:40:00,Pallet,Batch:6890
TC_00175,CutTube,2024-02-28 19:31:00,Tube,Diam:13mm
TC_00352,PackBox,2024-02-24 14:21:00,Pallet,Diam:13mm
TC_00396,PackBox,2024-02-07 19:28:00,Batch,Len:409cm
TC_00276,InspectVision,2024-01-21 01:45:00,Tube,Len:409cm
TC_00131,PackBox,2024-03-23 02:12:00,Tube,Diam:13mm
TC_00025,HoldQA,2024-03-04 01:39:00,Tube,Len:409cm
TC_00362,HoldQA,2024-02-21 15:37:00,Tube,Batch:6890
TC_00343,ShipOrder,2024-01-05 03:17:00,Pallet,Diam:13mm
TC_00453,HoldQA,2024-02-20 17:05:00,Batch,Diam:13mm
TC_00438,InspectVision,2024-01-24 14:08:00,Pallet,Batch:6890
TC_00248,PackBox,2024-02-19 08:52:00,Tube,Len:409cm
TC_00481,CoatSurface,2024-03-10 13:51:00,Pallet,Batch:6890
TC_00362,HoldQA,2024-03-05 06:53:00,Pallet,Batch:6890
TC_00419,HoldQA,2024-03-29 12:09:00,Batch,Batch:6890
TC_00484,CoatSurface,2024-01-11 17:27:00,Pallet,Len:409cm
TC_00215,ShipOrder,2024-01-03 22:32:00,Batch,Diam:13mm
TC_00145,HoldQA,2024-02-19 12:04:00,Tube,Len:409cm
TC_00122,HoldQA,2024-01-27 05:08:00,Batch,Len:409cm
TC_00088,ReworkWeld,2024-02-21 21:00:00,Batch,Len:409cm
TC_00334,CutTube,2024-03-24 20:37:00,Batch,Diam:13mm
TC_00269,ReworkWeld,2024-01-16 14:06:00,Batch,Len:409cm
TC_00406,PackBox,2024-03-07 06:38:00,Pallet,Batch:6890
TC_00181,ShipOrder,2024-01-23 09:19:00,Pallet,Batch:6890
TC_00148,PackBox,2024-03-15 00:15:00,Tube,Batch:6890
TC_00411,ReworkWeld,2024-01-18 16:59:00,Pallet,Batch:6890
TC_00002,ShipOrder,2024-02-26 08:38:00,Pallet,Diam:13mm
TC_00483,PackBox,2024-01-25 16:43:00,Batch,Batch:6890
TC_00499,InspectVision,2024-03-29 12:49:00,Batch,Diam:13mm
TC_00299,ReworkWeld,2024-01-05 21:48:00,Tube,Diam:13mm
TC_00286,CutTube,2024-03-24 21:20:00,Tube,Diam:13mm
TC_00129,ReworkWeld,2024-03-22 15:01:00,Tube,Len:409cm
TC_00387,ReworkWeld,2024-01-14 18:18:00,Pallet,Batch:6890
TC_00368,PackBox,2024-02-05 05:23:00,Pallet,Batch:6890
TC_00260,ShipOrder,2024-02-05 23:46:00,Pallet,Diam:13mm
TC_00451,PackBox,2024-02-23 21:06:00,Tube,Len:409cm
TC_00002,HoldQA,2024-03-08 09:33:00,Batch,Batch:6890
TC_00406,CutTube,2024-01-05 20:18:00,Tube,Diam:13mm
TC_00287,PackBox,2024-02-18 10:01:00,Tube,Batch:6890
TC_00489,PackBox,2024-01-01 11:52:00,Batch,Batch:6890
TC_00375,WeldJoint,2024-03-15 01:02:00,Pallet,Len:409cm
TC_00191,PackBox,2024-01-03 10:55:00,Batch,Diam:13mm
TC_00018,PackBox,2024-02-15 23:18:00,Pallet,Len:409cm
TC_00490,ReworkWeld,2024-01-31 08:30:00,Pallet,Len:409cm
TC_00298,CutTube,2024-01-20 03:11:00,Batch,Diam:13mm
TC_00300,CutTube,2024-01-23 14:17:00,Batch,Len:409cm
TC_00492,HoldQA,2024-03-13 22:56:00,Tube,Len:409cm
TC_00115,InspectVision,2024-01-19 21:25:00,Batch,Diam:13mm
TC_00266,WeldJoint,2024-02-15 00:59:00,Batch,Diam:13mm
TC_00052,ReworkWeld,2024-03-07 11:13:00,Tube,Batch:6890
TC_00111,HoldQA,2024-01-11 04:41:00,Batch,Diam:13mm
TC_00099,CoatSurface,2024-01-08 16:14:00,Batch,Diam:13mm
TC_00050,HoldQA,2024-03-29 08:45:00,Pallet,Diam:13mm
TC_00191,InspectVision,2024-01-30 07:42:00,Batch,Len:409cm
TC_00243,InspectVision,2024-03-29 04:25:00,Pallet,Diam:13mm
TC_00111,PackBox,2024-02-03 05:20:00,Pallet,Len:409cm
TC_00020,WeldJoint,2024-01-07 17:04:00,Batch,Diam:13mm
TC_00429,HoldQA,2024-01-13 15:10:00,Pallet,Len:409cm
TC_00154,CoatSurface,2024-02-09 17:22:00,Tube,Batch:6890
TC_00007,CutTube,2024-01-25 14:25:00,Tube,Diam:13mm
TC_00192,CoatSurface,2024-01-12 07:13:00,Pallet,Batch:6890
TC_00360,PackBox,2024-03-26 06:20:00,Batch,Len:409cm
TC_00008,ShipOrder,2024-01-09 07:47:00,Batch,Batch:6890
TC_00109,PackBox,2024-01-28 07:44:00,Batch,Len:409cm
TC_00125,ReworkWeld,2024-02-05 12:23:00,Batch,Batch:6890
TC_00114,CoatSurface,2024-03-30 09:53:00,Batch,Diam:13mm
TC_00143,HoldQA,2024-03-09 07:43:00,Pallet,Diam:13mm
TC_00420,CoatSurface,2024-03-12 13:01:00,Pallet,Diam:13mm
TC_00470,ShipOrder,2024-03-06 18:42:00,Pallet,Diam:13mm
TC_00373,WeldJoint,2024-01-25 10:34:00,Tube,Diam:13mm
TC_00490,InspectVision,2024-02-04 19:56:00,Batch,Batch:6890
TC_00287,PackBox,2024-03-16 07:48:00,Batch,Batch:6890
TC_00456,ShipOrder,2024-01-04 04:17:00,Tube,Len:409cm
TC_00240,InspectVision,2024-01-31 04:32:00,Tube,Diam:13mm
TC_00392,CutTube,2024-03-16 07:33:00,Batch,Batch:6890
TC_00129,ReworkWeld,2024-02-21 11:18:00,Pallet,Diam:13mm
TC_00399,InspectVision,2024-02-02 07:06:00,Tube,Batch:6890
TC_00321,HoldQA,2024-02-21 03:17:00,Tube,Len:409cm
TC_00220,WeldJoint,2024-03-24 20:03:00,Pallet,Len:409cm
TC_00293,ShipOrder,2024-03-02 02:53:00,Tube,Len:409cm
TC_00389,ReworkWeld,2024-02-23 15:26:00,Pallet,Len:409cm
TC_00192,CoatSurface,2024-03-03 02:27:00,Pallet,Diam:13mm
TC_00147,ShipOrder,2024-03-09 17:18:00,Batch,Len:409cm
TC_00004,InspectVision,2024-03-26 23:56:00,Batch,Batch:6890
TC_00109,InspectVision,2024-03-28 17:51:00,Pallet,Batch:6890
TC_00159,ReworkWeld,2024-02-11 07:06:00,Pallet,Batch:6890
TC_00218,InspectVision,2024-03-28 17:40:00,Batch,Len:409cm
TC_00333,HoldQA,2024-01-12 17:48:00,Pallet,Len:409cm
TC_00013,InspectVision,2024-02-11 14:59:00,Pallet,Len:409cm
TC_00068,CoatSurface,2024-01-21 22:41:00,Tube,Batch:6890
TC_00402,WeldJoint,2024-02-24 05:07:00,Batch,Len:409cm
TC_00357,WeldJoint,2024-03-09 21:24:00,Batch,Diam:13mm
TC_00397,ReworkWeld,2024-02-20 16:13:00,Pallet,Diam:13mm
TC_00170,InspectVision,2024-03-09 17:48:00,Batch,Batch:6890
TC_00154,PackBox,2024-01-19 21:10:00,Batch,Diam:13mm
TC_00368,CutTube,2024-03-30 22:24:00,Pallet,Len:409cm
TC_00455,ReworkWeld,2024-01-13 20:23:00,Pallet,Len:409cm
TC_00428,ReworkWeld,2024-03-26 21:46:00,Batch,Diam:13mm
TC_00063,WeldJoint,2024-03-30 06:17:00,Batch,Len:409cm
TC_00225,WeldJoint,2024-02-21 08:45:00,Batch,Batch:6890
TC_00011,HoldQA,2024-01-06 11:01:00,Batch,Len:409cm
TC_00359,ShipOrder,2024-01-18 17:05:00,Batch,Len:409cm
TC_00232,CutTube,2024-01-17 00:42:00,Batch,Diam:13mm
TC_00273,WeldJoint,2024-03-07 04:33:00,Tube,Len:409cm
TC_00419,InspectVision,2024-01-13 13:16:00,Tube,Len:409cm
TC_00058,HoldQA,2024-03-28 13:48:00,Pallet,Batch:6890
TC_00294,InspectVision,2024-02-10 04:32:00,Tube,Batch:6890
TC_00219,CoatSurface,2024-03-03 02:16:00,Batch,Len:409cm
TC_00114,CutTube,2024-01-04 10:02:00,Batch,Batch:6890
TC_00131,ShipOrder,2024-01-30 05:50:00,Tube,Diam:13mm
TC_00282,ShipOrder,2024-02-01 12:25:00,Batch,Len:409cm
TC_00136,ShipOrder,2024-02-19 20:20:00,Tube,Len:409cm
